lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
157,0,135.9,9,30,4,2,1,0,3,0
3,2,145.0,9,12,4,0,1,0,0,1
92,0,70.0,10,7,3,4,0,0,0,1
2,1,95.0,11,4,4,1,0,3,0,1
78,1,108.45,4,6,4,4,0,0,3,1
146,0,115.2,6,3,4,2,0,0,0,1
21,1,183.15,9,9,4,2,0,1,0,1
111,0,76.5,8,3,4,4,1,0,0,1
4,1,0.0,10,14,1,2,0,0,0,1
17,1,135.0,9,25,4,2,2,0,0,1
179,1,90.95,7,17,4,2,2,0,0,1
0,0,85.0,2,24,4,1,0,3,0,1
95,2,90.9,10,31,4,0,1,0,0,1
71,1,101.87,10,21,4,2,1,0,3,1
49,1,112.8,3,4,4,2,1,0,0,1
79,0,96.3,3,21,4,2,1,0,0,0
70,1,105.3,4,22,4,2,0,0,0,0
40,1,108.5,3,23,4,3,0,3,0,1
149,0,89.25,7,12,4,6,2,3,0,0
156,2,96.3,7,2,4,1,2,0,0,1
9,0,81.0,2,23,4,2,0,3,0,1
91,0,140.4,5,13,4,2,1,0,3,0
65,1,88.0,11,13,4,5,2,3,0,1
166,3,87.5,11,12,4,4,2,0,0,1
62,0,91.48,4,21,4,3,0,0,3,1
51,1,68.47,11,17,4,3,0,0,0,1
99,1,88.6,6,21,4,3,0,0,0,0
114,0,75.0,7,1,3,2,1,0,0,0
9,1,81.0,8,19,4,3,0,0,0,1
25,2,103.95,4,12,4,2,0,3,0,1
16,2,210.0,9,26,4,2,2,0,0,1
6,2,184.0,9,13,4,3,0,0,3,1
146,0,116.45,7,31,4,3,2,0,0,0
96,2,79.2,12,5,4,1,1,3,0,1
3,1,109.0,8,1,4,1,1,3,0,1
0,0,114.0,12,3,4,1,0,3,0,1
4,1,111.0,2,20,4,2,2,0,0,1
150,1,90.0,6,16,3,3,0,1,0,1
45,1,161.1,8,3,4,4,0,0,0,1
49,2,98.87,6,8,4,3,0,0,3,1
3,1,204.82,10,7,4,2,1,0,6,1
49,1,65.75,2,22,4,3,1,3,0,1
27,0,105.84,6,12,4,3,2,3,0,0
16,1,74.8,2,3,4,4,1,0,0,1
9,1,80.47,10,30,4,0,2,3,0,1
2,1,136.0,6,11,4,1,0,0,3,1
219,0,84.0,9,4,3,1,0,1,0,1
96,2,168.3,6,19,4,0,1,0,3,1
64,0,116.1,6,19,4,2,2,3,0,0
207,1,80.75,7,28,4,4,2,3,0,1
13,1,124.52,11,3,4,8,4,0,0,1
60,1,96.17,6,17,4,5,2,3,0,0
57,0,74.8,12,15,4,4,2,3,0,0
12,2,182.33,7,7,4,3,0,0,3,1
117,0,76.0,2,29,3,2,1,0,0,1
12,3,90.0,8,23,4,2,2,0,0,1
29,1,102.8,4,16,4,3,2,0,0,1
79,0,109.0,6,24,3,2,0,1,0,1
94,1,69.1,4,12,4,5,2,0,0,1
5,1,96.0,12,13,4,1,0,0,0,1
19,0,149.0,10,3,4,2,1,0,0,0
127,1,96.3,6,27,4,1,1,0,0,1
2,1,141.0,6,17,4,1,0,0,0,1
12,1,87.0,1,8,4,2,1,0,0,1
8,1,133.0,8,16,4,2,0,3,0,1
153,0,102.3,6,8,4,3,0,0,0,0
29,0,84.67,12,30,3,4,2,0,0,1
196,0,139.5,8,21,4,0,2,1,0,0
12,2,77.78,11,22,4,4,0,3,0,1
128,2,76.5,8,8,4,1,1,0,0,1
80,1,88.29,12,20,4,5,2,1,0,1
308,2,78.3,11,23,4,3,0,0,0,0
62,0,116.1,5,19,4,1,0,3,0,1
79,0,95.0,6,24,3,2,0,0,0,1
28,0,87.0,3,7,3,3,1,0,0,1
8,2,95.0,8,18,4,3,0,0,0,1
359,1,78.0,10,14,3,3,2,0,0,1
19,0,80.0,10,6,3,3,0,0,0,1
238,0,86.75,8,5,4,2,0,0,1,0
1,0,70.82,11,25,4,3,2,0,0,1
67,0,51.97,2,13,4,1,2,3,0,1
132,0,72.25,7,14,3,3,0,0,0,1
19,0,126.0,10,12,4,2,1,0,0,1
13,0,126.28,9,27,4,2,0,0,3,1
5,0,65.0,11,8,2,0,1,0,0,1
192,1,96.9,8,26,3,3,2,0,0,1
23,1,95.0,9,5,4,1,2,0,0,1
37,2,103.5,9,2,4,1,0,0,0,1
0,0,0.0,8,25,1,2,0,0,0,1
219,2,90.95,10,22,4,2,2,0,0,1
23,1,105.0,10,18,3,2,2,0,3,1
0,2,156.0,8,26,4,1,0,0,5,1
3,2,0.0,3,14,4,3,1,0,0,1
20,1,88.0,11,29,2,1,0,0,0,1
33,0,67.52,3,8,3,2,0,0,0,1
6,2,121.75,10,31,4,3,1,0,0,1
22,1,88.33,11,21,4,1,2,0,0,1
67,1,116.1,6,9,4,3,0,3,0,1
14,0,160.0,10,22,4,1,0,0,0,0
14,0,100.0,10,15,3,1,0,0,0,1
214,1,90.95,8,7,4,3,2,0,0,1
41,0,117.6,3,24,4,3,0,0,0,1
273,0,109.0,7,17,4,2,0,1,0,0
133,3,156.15,9,19,4,4,1,0,0,1
48,0,93.5,3,20,4,3,2,0,0,1
87,0,90.0,9,11,2,1,0,0,0,0
181,0,71.1,11,18,4,2,0,3,0,0
101,0,80.0,4,4,3,2,1,0,0,0
108,0,82.4,4,18,4,4,1,0,0,0
246,1,81.77,9,8,4,3,0,0,1,0
147,0,78.1,8,5,3,1,0,0,0,1
25,0,72.93,12,4,4,5,2,0,0,1
8,0,86.0,3,2,4,1,0,0,0,1
13,2,112.0,11,2,4,1,0,0,0,1
18,0,79.0,2,12,4,2,1,3,0,0
122,1,106.0,7,15,4,2,1,3,0,1
16,0,107.0,5,25,3,1,0,0,3,1
39,2,170.1,8,13,4,3,2,1,0,1
40,0,85.5,10,10,3,2,1,0,0,1
39,0,40.67,3,4,3,2,1,0,0,1
132,2,92.02,6,28,4,8,2,0,0,1
244,1,176.04,12,29,3,3,1,0,0,1
180,1,97.54,8,20,4,1,0,0,1,1
74,0,186.3,6,15,4,2,0,0,3,0
105,0,75.0,10,12,3,3,0,0,0,1
81,0,168.3,9,8,4,3,0,0,3,0
44,0,103.95,3,17,4,2,0,0,3,1
17,0,144.0,2,12,4,2,1,1,3,1
35,2,118.0,10,27,4,3,0,3,0,1
73,0,73.0,10,28,3,1,0,0,0,1
35,3,89.28,10,16,3,2,0,0,0,1
34,0,60.0,11,1,3,1,2,0,3,1
2,1,205.0,9,30,4,1,0,0,3,1
36,0,91.0,10,13,3,3,0,1,0,1
151,0,204.0,8,17,4,3,0,1,3,0
18,1,105.64,9,15,4,3,1,0,3,1
260,0,168.3,12,31,4,1,0,0,5,1
3,0,72.5,7,11,3,1,2,1,0,1
40,1,73.9,1,22,4,2,1,0,0,1
98,0,91.4,12,26,4,3,1,0,0,0
4,1,139.0,2,12,4,2,1,0,3,1
0,1,0.0,9,20,1,0,2,0,0,1
8,1,104.25,12,13,4,0,1,0,1,1
54,0,85.0,6,11,3,1,2,3,0,1
94,0,76.5,8,1,4,4,2,0,0,1
35,1,83.9,3,3,4,3,1,0,0,1
48,0,94.88,10,25,3,3,2,1,1,1
86,0,100.0,9,9,2,2,0,0,0,1
101,0,70.03,4,18,4,3,1,0,3,0
35,0,75.0,10,26,3,3,1,0,3,1
32,1,214.21,10,29,4,1,2,0,6,1
6,3,106.89,11,30,4,4,2,0,3,1
4,1,65.0,10,12,2,0,1,0,0,1
116,0,70.0,2,28,3,1,2,0,0,0
13,1,96.0,1,20,4,2,0,0,0,1
19,2,113.0,8,28,4,1,2,3,0,1
75,0,0.0,7,18,4,2,1,0,0,1
109,1,77.03,4,30,4,1,2,0,0,1
258,1,106.2,9,29,4,1,0,0,0,0
112,0,76.5,7,22,4,4,0,0,0,0
52,0,98.82,9,4,4,0,1,0,0,0
5,1,0.0,5,9,1,0,1,0,0,1
107,0,130.0,6,10,3,2,0,0,0,0
95,1,103.29,5,6,3,2,0,0,3,0
190,0,95.0,6,22,3,4,0,0,0,1
164,0,96.3,8,29,4,2,1,0,0,0
0,0,89.0,3,21,4,0,1,3,0,1
245,1,81.77,9,15,4,1,0,0,0,0
4,0,65.0,10,12,2,0,1,0,0,1
74,0,118.8,10,9,4,1,2,0,0,0
8,0,81.0,2,19,2,1,0,0,0,1
143,2,105.3,7,12,4,2,0,0,0,1
74,0,123.3,10,31,4,0,1,0,3,1
121,2,132.18,7,19,4,6,2,0,3,1
0,0,62.73,5,16,4,0,1,3,0,1
39,0,85.5,9,4,4,2,2,0,0,1
75,2,93.6,11,18,4,2,1,0,0,1
39,0,148.0,11,7,4,3,1,3,0,0
40,0,109.8,4,18,4,0,1,0,3,1
74,0,80.0,9,18,3,2,0,1,0,1
1,2,150.0,10,17,4,0,1,0,0,1
2,1,129.0,6,16,4,2,0,3,0,1
25,0,56.98,2,16,4,2,0,3,0,0
181,0,78.48,10,11,4,1,0,3,0,0
6,0,75.0,12,13,2,1,0,0,0,1
66,2,130.5,7,24,4,0,2,0,0,1
0,0,75.0,3,7,3,2,1,0,0,1
6,0,75.0,11,23,3,2,0,0,0,1
141,0,124.8,8,15,4,5,1,0,3,0
62,0,89.24,5,9,3,1,1,0,0,1
172,0,95.0,6,24,3,2,0,0,0,0
13,0,79.0,2,5,4,4,2,3,0,0
349,0,96.67,10,4,3,5,1,0,0,1
47,2,114.48,7,2,4,2,2,0,3,1
96,0,108.0,10,3,4,1,1,3,0,0
40,1,6.0,1,14,4,3,0,0,1,1
320,0,90.0,8,18,3,2,0,1,0,1
18,1,80.85,11,19,4,1,0,0,0,1
121,1,65.45,11,16,4,4,2,0,0,1
19,1,145.0,9,5,4,1,1,0,3,0
70,1,90.56,4,14,4,3,1,3,0,1
211,0,77.03,8,23,4,3,0,0,0,0
126,2,106.03,5,4,4,4,0,0,3,1
29,1,139.0,7,28,4,1,0,3,0,1
9,0,75.0,8,11,2,1,0,0,0,1
45,1,129.6,3,12,4,1,1,1,3,1
0,1,80.0,8,4,4,2,0,3,0,1
47,0,120.0,9,13,3,3,0,0,3,1
1,0,71.7,1,27,4,2,0,0,0,1
150,2,41.43,3,19,3,5,2,0,0,1
32,0,85.0,10,24,3,3,1,0,0,1
24,0,117.0,3,3,3,3,0,1,0,1
7,0,251.5,9,25,4,5,3,0,5,0
66,1,58.0,2,11,3,2,0,0,0,1
91,0,80.0,4,4,3,2,1,0,0,0
0,1,145.0,9,21,4,2,1,0,0,1
153,1,99.45,7,23,4,2,2,0,0,1
72,1,82.45,3,8,4,4,0,0,3,0
52,1,115.09,10,31,4,5,1,0,3,1
69,1,92.23,11,17,4,3,1,0,0,1
6,0,197.12,5,20,4,4,2,0,6,0
79,0,75.0,11,13,3,2,0,0,0,1
16,4,142.0,10,1,4,2,0,0,0,1
59,0,105.6,4,25,4,2,1,0,0,0
39,3,152.1,8,15,4,1,1,0,0,1
76,0,135.15,5,31,4,5,0,0,0,0
50,2,1.0,1,14,4,3,0,0,0,1
15,1,100.0,2,11,4,1,0,0,0,1
34,0,65.0,7,19,2,1,0,0,0,1
54,3,106.2,11,11,4,2,0,0,3,1
67,0,78.3,3,13,4,0,2,0,0,1
262,0,104.55,12,26,4,3,1,0,3,1
166,2,0.0,4,21,4,0,0,0,1,1
32,0,0.0,11,20,4,2,0,0,0,1
72,0,84.15,12,26,3,3,1,0,0,1
28,1,136.0,10,27,4,2,0,0,3,1
18,0,93.88,12,4,4,2,2,0,1,1
38,1,76.23,9,2,4,1,0,3,0,1
82,0,99.45,3,24,4,3,1,0,3,0
186,1,96.9,7,22,3,2,2,0,0,1
48,1,149.4,8,24,4,4,0,0,3,1
39,0,124.67,11,12,4,4,2,0,3,0
76,2,132.6,5,30,4,4,1,0,3,1
108,0,65.96,3,13,4,2,2,0,0,1
169,0,76.5,9,1,3,3,1,0,0,1
11,0,90.0,6,14,2,3,0,0,3,0
4,0,64.0,1,25,2,0,1,0,0,1
105,0,37.5,10,12,3,3,0,0,0,1
132,0,82.45,8,3,3,5,2,1,3,1
51,1,132.9,7,18,4,2,1,0,0,1
0,0,84.0,4,5,3,1,0,3,0,1
150,0,91.12,9,18,4,5,2,0,0,1
44,2,168.3,8,14,4,2,2,0,3,1
40,1,134.1,7,23,4,1,0,3,0,1
225,1,129.63,10,31,4,3,1,1,3,0
9,1,97.02,5,29,4,0,2,0,0,1
4,0,86.0,1,6,4,1,0,3,0,1
115,0,98.25,5,5,4,3,1,3,0,1
35,2,170.0,10,12,4,4,0,0,3,1
4,1,75.0,11,13,2,0,2,0,0,1
189,1,90.95,7,30,4,3,2,0,0,1
146,1,103.5,8,14,4,0,1,3,0,0
49,1,116.7,6,26,4,1,2,0,0,1
8,2,135.67,10,29,4,1,2,3,0,1
7,0,95.0,10,30,3,1,0,0,0,1
11,1,140.0,4,24,4,0,2,0,0,1
92,0,95.2,4,6,4,4,0,0,3,0
19,1,139.0,7,2,4,2,2,3,0,0
1,1,65.0,11,5,3,1,0,0,0,1
15,2,200.0,11,7,4,2,1,0,0,1
87,2,118.8,10,6,4,3,0,0,0,1
8,2,84.0,12,4,2,2,2,0,0,1
0,0,155.0,9,3,4,1,0,0,5,1
52,0,145.24,10,23,4,3,2,0,4,0
49,1,161.1,8,21,4,0,2,0,0,1
0,0,111.2,5,5,2,1,0,0,0,1
17,1,109.0,3,16,4,1,0,0,0,1
4,1,133.0,9,20,4,3,2,3,0,1
1,0,75.0,11,1,2,1,0,0,0,1
196,0,76.5,5,12,3,3,1,0,0,0
24,0,107.1,9,26,4,1,1,3,0,0
58,0,131.4,6,28,4,5,1,0,3,0
9,1,85.0,10,2,3,1,2,0,0,1
18,1,89.0,4,8,4,1,0,3,0,1
76,0,72.25,3,18,4,2,2,3,0,1
88,0,75.0,12,18,3,1,2,0,0,1
55,2,207.0,10,18,4,5,1,0,5,1
122,0,85.0,4,15,4,2,0,0,0,0
98,1,124.2,11,18,4,2,1,1,0,1
18,1,148.0,12,31,4,1,1,0,3,1
21,1,88.4,11,13,4,4,2,0,0,1
48,2,88.2,11,2,4,3,0,3,0,1
221,0,60.0,10,17,3,1,2,0,3,1
37,0,125.12,11,6,4,3,2,0,0,0
271,0,62.64,12,3,4,1,2,0,0,1
217,2,119.85,9,12,4,3,1,0,0,0
0,0,65.0,1,20,2,1,0,0,0,1
5,1,95.0,4,18,4,1,1,0,0,1
3,0,110.0,9,19,0,2,1,0,3,1
2,1,98.0,8,10,4,1,1,0,0,1
12,0,85.0,12,28,4,0,1,3,0,1
65,0,159.3,8,29,4,3,1,0,3,0
5,1,68.53,5,16,4,0,1,3,0,1
9,0,87.0,1,15,4,2,1,0,0,1
40,0,85.0,3,13,3,1,2,0,0,1
13,1,64.0,12,6,3,0,2,0,0,1
109,1,94.5,7,27,4,1,0,3,0,0
13,1,160.0,9,4,4,1,2,0,3,1
1,1,82.0,3,15,3,3,0,0,0,1
104,2,123.3,7,21,4,3,1,0,3,1
92,0,121.8,7,28,4,3,0,0,3,0
4,0,132.13,9,8,4,6,2,0,0,1
113,0,105.3,7,12,4,5,2,0,0,0
56,1,62.32,3,6,4,3,2,0,3,1
0,1,90.0,8,1,4,0,1,3,0,1
108,0,77.03,4,28,4,1,0,0,3,1
14,0,79.0,12,2,2,1,0,0,0,1
14,0,167.2,9,15,4,2,0,0,4,1
151,0,104.25,10,27,4,4,2,0,3,0
95,0,103.5,6,29,4,4,0,3,0,0
57,1,95.3,2,29,4,2,1,0,3,1
25,0,65.0,11,22,3,3,2,0,0,1
3,0,65.0,9,19,2,0,1,0,0,1
109,1,76.5,7,16,4,1,0,0,0,0
24,0,94.33,3,10,4,3,0,0,0,1
1,1,133.98,10,7,4,2,0,3,0,1
16,1,184.0,9,22,4,1,0,0,3,1
11,1,150.0,11,5,4,1,0,0,0,0
269,0,70.0,12,29,3,3,2,0,0,1
7,2,215.0,5,13,4,1,0,0,3,1
87,1,158.4,9,21,4,2,0,0,3,1
91,1,135.9,9,3,4,2,2,0,0,1
121,0,90.95,6,4,3,2,2,0,3,1
184,1,173.25,8,2,4,5,2,1,0,0
160,0,137.7,7,14,4,3,0,0,3,0
12,1,152.0,4,29,4,3,2,0,3,1
12,1,107.0,10,25,4,0,1,0,0,1
11,1,96.0,11,3,4,1,0,0,0,1
40,1,94.5,10,5,4,3,1,0,0,1
30,1,88.0,11,18,4,1,0,3,0,0
5,0,80.0,10,19,2,1,1,0,0,1
8,0,81.7,1,10,4,6,4,0,0,1
80,1,85.5,4,13,4,1,0,3,0,1
2,3,0.0,10,6,1,1,0,0,0,1
66,2,149.4,9,15,4,3,0,0,3,1
36,1,67.5,2,13,4,1,1,3,0,1
39,0,116.1,5,12,4,2,0,3,0,0
243,1,95.58,6,19,4,0,2,0,1,1
20,1,134.1,9,22,4,3,0,3,0,1
142,0,99.3,8,24,4,3,0,0,0,1
8,3,92.4,9,8,4,2,0,0,3,1
7,0,113.6,9,16,3,2,0,0,0,1
3,1,124.0,6,23,4,1,0,0,3,1
213,0,118.65,9,27,4,4,0,0,0,0
109,2,149.4,9,20,4,3,0,0,3,1
100,0,221.18,10,24,4,3,1,1,5,0
220,2,105.4,9,29,3,1,0,0,0,0
11,2,186.0,5,2,4,1,1,0,3,1
65,2,103.5,3,28,4,2,1,0,0,1
16,0,95.0,9,11,3,1,2,0,0,1
2,0,110.0,10,30,0,0,1,0,3,1
29,1,87.0,3,5,3,1,2,0,0,1
18,0,97.0,12,26,4,1,2,0,0,1
52,1,99.0,3,21,4,0,1,0,0,1
93,2,92.51,12,26,4,3,1,3,0,1
35,2,137.7,4,18,4,1,1,0,3,1
4,1,111.0,11,13,4,1,2,0,0,1
33,1,97.71,5,9,4,4,1,0,0,1
131,0,94.5,8,15,3,1,2,1,0,0
5,0,111.0,12,29,4,1,0,0,0,1
0,2,0.0,2,3,1,1,0,0,3,1
27,0,120.9,9,18,4,2,2,0,0,0
135,2,90.0,11,5,4,1,1,0,0,1
74,0,87.0,9,18,3,2,0,1,0,1
41,0,65.0,2,7,3,3,2,0,0,1
47,1,94.5,9,23,4,2,0,0,0,1
76,1,80.3,2,21,4,1,2,0,0,1
170,0,95.63,8,16,4,4,0,3,0,0
60,0,126.0,12,8,4,3,0,0,3,0
36,2,88.4,11,28,4,3,1,0,0,1
98,0,65.0,9,21,2,1,0,0,0,1
18,0,135.0,5,13,4,1,0,0,0,0
63,3,88.4,11,21,4,4,1,0,0,1
5,1,105.0,12,20,4,1,0,0,0,1
156,0,105.3,7,25,4,2,1,0,0,0
55,1,131.4,12,30,4,1,0,0,3,1
6,0,183.1,9,19,4,0,1,3,0,1
36,2,102.6,10,13,4,1,0,3,0,1
148,0,96.3,8,22,4,4,1,0,0,0
54,1,118.2,12,30,4,4,1,0,3,1
286,1,117.0,9,16,4,2,0,1,0,0
16,2,140.0,10,21,4,2,0,3,0,1
16,1,31.0,2,26,2,1,0,0,0,1
55,0,94.5,4,12,4,1,0,3,0,1
3,0,199.4,4,7,4,8,2,0,5,0
198,1,112.56,9,27,4,5,2,0,0,0
18,3,122.5,9,4,4,0,2,0,0,1
147,1,118.88,8,3,4,10,4,0,3,0
101,0,78.3,3,15,4,3,0,0,0,0
13,1,100.0,9,15,2,1,0,3,0,1
286,0,117.0,9,16,3,2,0,1,0,0
111,1,109.65,6,13,4,5,2,3,0,0
3,3,152.0,9,19,4,1,2,3,0,1
117,1,83.83,6,26,4,2,2,0,1,1
10,0,110.0,9,26,0,3,1,0,3,1
35,0,110.16,9,5,4,3,1,0,0,1
88,1,126.9,6,2,4,3,0,0,0,1
210,0,72.25,8,15,3,5,2,0,0,1
120,1,127.8,8,9,4,5,0,0,3,1
4,1,110.53,2,25,4,11,4,0,3,0
21,0,66.0,2,25,2,1,0,0,0,0
44,1,88.22,11,29,4,3,0,0,0,1
74,1,82.45,3,20,4,2,2,0,0,1
108,1,115.04,9,22,4,1,0,0,3,1
146,1,202.5,10,19,4,4,1,1,3,0
5,1,60.0,9,2,3,1,0,0,0,1
26,2,95.0,9,5,4,1,1,0,0,1
314,0,75.0,10,12,4,3,0,0,0,0
132,0,70.56,8,30,4,2,0,0,1,1
122,2,81.26,8,21,3,5,3,0,0,1
64,0,139.5,7,12,4,4,0,0,3,0
1,0,129.0,5,24,4,1,0,3,0,1
0,0,67.0,11,14,2,0,1,0,0,1
5,0,84.0,6,14,3,1,0,0,0,1
14,1,142.0,4,15,4,2,0,0,3,1
50,2,97.2,10,9,4,0,1,3,0,1
187,1,121.5,8,12,4,2,1,0,0,0
32,2,135.9,9,9,4,1,0,0,0,1
211,0,100.0,5,20,4,2,0,0,0,0
34,0,152.1,8,13,4,1,2,0,0,1
12,1,89.0,1,16,4,5,2,0,0,1
0,0,65.0,9,21,2,2,1,0,0,1
27,0,62.8,3,21,3,3,1,3,0,1
87,0,95.0,6,11,3,2,2,0,0,1
12,2,93.0,2,7,4,0,1,0,0,1
81,1,146.6,11,6,4,2,2,0,3,1
1,0,98.0,3,5,4,1,0,3,0,1
10,1,129.0,6,16,4,3,0,3,0,0
167,0,99.45,7,23,4,5,2,0,0,0
266,1,96.3,12,30,4,2,0,0,0,1
16,0,107.0,8,28,3,3,2,0,3,1
71,1,190.8,10,22,4,1,2,0,5,1
123,1,155.7,8,13,4,2,2,0,3,1
196,0,85.5,8,30,4,3,0,3,0,0
3,0,162.5,9,19,4,4,2,0,3,1
18,1,129.0,12,31,4,1,1,3,0,1
53,1,121.35,9,1,4,4,2,0,3,1
3,2,132.6,5,16,4,2,1,0,3,1
38,1,107.1,7,2,4,1,0,3,0,1
1,0,81.0,2,20,4,1,2,3,0,1
3,2,113.0,6,26,4,0,2,3,0,1
28,0,156.0,5,28,4,1,0,0,3,1
107,1,92.28,5,12,4,3,2,0,0,1
72,2,175.5,11,9,4,2,0,0,0,1
72,0,97.54,7,27,4,1,0,0,1,1
50,0,85.5,5,21,3,1,1,0,0,1
104,2,82.45,4,2,4,4,2,0,0,0
1,1,77.25,12,19,4,1,0,0,1,1
80,0,80.75,4,11,3,2,1,0,0,1
123,1,94.5,5,17,4,3,0,3,0,1
207,0,72.25,8,20,3,6,4,0,0,1
138,0,94.5,8,22,4,1,2,1,0,0
0,1,112.0,2,23,4,4,0,0,0,1
125,2,72.25,12,23,4,4,0,0,0,1
4,0,76.8,2,19,3,2,1,0,0,1
80,0,168.3,9,15,4,3,1,0,3,1
30,1,92.25,9,25,4,2,2,0,3,1
15,2,150.0,10,19,4,3,0,0,0,1
122,0,109.65,6,11,4,2,2,3,0,1
0,0,106.67,8,22,4,1,2,0,0,1
0,0,141.0,5,24,4,1,0,0,0,1
11,1,89.0,1,15,4,2,0,0,0,1
12,0,129.0,2,7,4,1,2,1,0,0
12,1,125.0,5,30,4,0,1,0,0,1
92,0,123.5,7,17,4,2,2,0,0,1
216,0,67.5,12,4,4,1,2,3,0,0
186,0,121.5,8,2,4,2,0,0,0,0
144,0,112.0,7,3,3,2,2,0,0,1
10,3,135.0,10,3,4,2,1,3,0,1
27,2,124.0,9,18,4,2,0,0,0,1
66,1,119.85,5,11,4,4,0,0,0,1
5,2,114.0,9,8,4,4,0,0,0,1
126,4,147.1,9,15,4,3,2,0,3,1
63,1,115.5,12,30,4,4,0,0,3,1
1,2,138.0,8,16,4,1,2,0,0,1
137,0,75.0,6,20,3,3,1,0,0,1
150,0,106.0,7,25,2,4,1,0,4,1
108,1,86.4,6,26,4,2,2,0,3,1
17,1,106.77,10,17,4,1,2,0,0,1
0,0,176.0,5,20,4,1,0,0,3,1
284,1,74.15,10,21,4,2,1,0,0,1
85,2,72.25,3,28,4,5,1,3,0,1
0,0,89.0,5,4,2,1,0,0,0,1
78,0,105.0,4,26,3,4,0,1,0,1
26,0,85.0,10,16,3,3,2,0,0,1
0,0,98.0,4,16,3,1,2,0,0,0
151,0,71.0,1,19,3,2,0,0,0,1
31,1,114.3,10,2,4,1,2,3,0,0
28,1,148.91,11,5,4,6,4,0,3,0
26,1,119.0,10,16,4,3,2,3,0,0
36,0,102.6,10,13,4,1,0,3,0,0
121,0,80.75,5,26,3,3,0,0,0,1
247,0,96.3,8,11,4,2,0,0,0,0
20,0,119.0,9,19,2,2,1,0,0,1
21,1,139.0,7,5,4,5,0,3,0,1
147,0,99.45,5,3,4,4,0,0,0,1
221,0,65.0,10,10,3,1,2,0,0,1
23,1,133.55,12,30,4,2,2,0,3,1
80,0,63.46,7,31,4,7,2,0,0,1
126,2,130.05,7,23,4,3,2,0,3,1
10,2,176.0,7,20,4,2,0,0,3,1
2,0,90.95,6,13,3,5,1,0,3,1
27,0,231.0,7,6,4,2,0,0,5,0
27,0,90.25,9,3,4,3,1,0,0,1
36,1,168.3,7,26,4,5,2,0,3,1
0,0,65.0,12,21,2,0,1,0,0,1
20,2,127.0,3,17,4,1,0,0,0,1
1,0,90.0,3,8,4,1,0,3,0,1
7,3,103.18,10,3,4,2,1,3,0,1
160,1,103.22,6,12,4,2,2,0,1,0
2,1,147.46,8,7,4,0,2,1,3,1
24,0,48.67,2,27,3,1,2,0,3,1
9,0,119.2,9,22,4,1,0,3,0,1
148,0,116.1,6,17,4,2,0,3,0,0
36,2,149.4,8,19,4,3,2,0,3,1
5,0,110.0,9,12,0,0,1,0,3,0
123,1,76.5,7,13,4,0,1,0,0,0
15,0,154.33,4,15,4,2,1,0,3,0
0,0,108.57,6,11,4,1,1,0,0,1
75,1,76.5,10,31,4,2,2,0,0,0
71,1,131.4,8,26,4,2,2,0,0,1
237,0,93.03,12,23,4,7,2,0,0,0
91,1,105.4,6,1,3,3,0,0,0,1
197,0,97.02,8,23,4,5,2,0,0,0
12,2,130.0,2,7,4,3,2,0,3,1
27,2,177.0,10,17,4,2,1,1,0,1
5,0,151.0,7,16,4,1,0,0,0,0
211,0,78.3,11,18,4,1,0,0,0,0
160,2,113.4,10,30,4,0,2,0,3,0
132,0,137.7,8,2,4,3,0,0,3,0
203,0,87.99,8,17,4,3,0,0,0,0
3,1,106.0,8,20,4,2,0,0,0,1
59,1,118.27,4,24,4,5,2,0,3,1
92,2,89.85,7,12,4,4,0,0,0,1
30,0,88.4,3,4,4,2,0,0,0,1
280,0,110.0,9,19,4,2,1,0,0,0
195,2,112.2,8,17,4,5,2,0,3,0
82,1,80.0,5,2,3,1,1,0,0,1
26,1,120.12,5,18,4,1,0,0,3,1
107,0,96.9,8,20,3,1,2,1,0,0
7,0,89.89,12,2,4,2,2,0,0,1
115,0,58.0,3,26,3,1,2,0,0,1
82,0,99.96,10,9,3,2,2,0,3,1
31,1,154.0,11,27,4,0,2,0,3,1
2,1,127.0,2,7,4,0,1,0,3,1
59,1,119.0,12,11,4,2,2,0,3,1
30,0,81.9,2,13,4,1,0,0,0,0
37,0,152.1,7,28,4,2,0,0,0,0
86,1,85.5,4,27,4,1,0,0,0,1
65,1,88.0,11,11,4,1,0,3,0,1
51,0,67.5,2,26,4,2,0,3,0,0
14,1,149.33,6,3,4,2,1,0,3,1
60,1,149.77,9,29,4,2,0,1,3,1
3,1,143.0,9,4,4,2,0,0,0,1
194,2,130.05,8,14,4,2,2,0,3,0
8,1,54.5,3,15,4,2,0,0,0,1
33,1,67.5,8,5,4,4,0,0,1,0
131,0,177.3,7,15,4,1,0,0,5,0
100,0,108.0,10,16,3,1,0,1,0,0
238,1,178.2,6,18,4,1,0,0,5,0
28,1,235.5,9,13,4,2,0,0,5,1
88,0,76.5,8,14,4,2,0,0,0,1
39,2,130.9,12,8,4,8,2,0,3,1
8,0,65.0,9,15,2,1,0,0,0,1
74,0,69.4,7,27,4,7,3,0,0,1
110,2,205.38,8,21,4,5,2,0,6,0
60,0,177.3,7,14,4,2,0,0,5,0
101,0,80.0,4,4,4,2,1,0,0,0
22,0,65.0,8,26,2,2,0,0,0,1
